Entity,Code,Date,deaths,fivedeath
Africa,,"May 8, 2020",63.28571,46
Africa,,"May 9, 2020",66.42857,47
Africa,,"May 10, 2020",66.14286,48
Africa,,"May 11, 2020",70.14286,49
Africa,,"May 12, 2020",71.71429,50
Africa,,"May 13, 2020",69.85714,51
Africa,,"May 14, 2020",68.42857,52
Africa,,"May 15, 2020",69.28571,53
Africa,,"May 16, 2020",68.57143,54
Albania,ALB,"Mar 11, 2020",0,
Albania,ALB,"Mar 12, 2020",0.25,
Albania,ALB,"Mar 13, 2020",0.2,
Albania,ALB,"Mar 14, 2020",0.16667,
Albania,ALB,"Mar 15, 2020",0.14286,
Albania,ALB,"Mar 16, 2020",0.14286,
Albania,ALB,"Mar 17, 2020",0.14286,
Albania,ALB,"Mar 18, 2020",0.14286,
Albania,ALB,"Mar 19, 2020",0.14286,
Albania,ALB,"Mar 20, 2020",0.14286,
Albania,ALB,"Mar 21, 2020",0.14286,
Albania,ALB,"Mar 22, 2020",0.14286,
Albania,ALB,"Mar 23, 2020",0.14286,
Albania,ALB,"Mar 24, 2020",0.42857,
Albania,ALB,"Mar 25, 2020",0.57143,
Albania,ALB,"Mar 26, 2020",0.42857,
Albania,ALB,"Mar 27, 2020",0.57143,
Albania,ALB,"Mar 28, 2020",1,
Albania,ALB,"Mar 29, 2020",1.14286,
Albania,ALB,"Mar 30, 2020",1.14286,
Albania,ALB,"Mar 31, 2020",1.14286,
Albania,ALB,"Apr 1, 2020",1.42857,
Albania,ALB,"Apr 2, 2020",1.42857,
Albania,ALB,"Apr 3, 2020",1.42857,
Albania,ALB,"Apr 4, 2020",1.14286,
Albania,ALB,"Apr 5, 2020",1.28571,
Albania,ALB,"Apr 6, 2020",1.57143,
Albania,ALB,"Apr 7, 2020",1.42857,
Albania,ALB,"Apr 8, 2020",1,
Albania,ALB,"Apr 9, 2020",1,
Albania,ALB,"Apr 10, 2020",1,
Albania,ALB,"Apr 11, 2020",0.85714,
Albania,ALB,"Apr 12, 2020",0.57143,
Albania,ALB,"Apr 13, 2020",0.28571,
Albania,ALB,"Apr 14, 2020",0.14286,
Albania,ALB,"Apr 15, 2020",0.28571,
Albania,ALB,"Apr 16, 2020",0.42857,
Albania,ALB,"Apr 17, 2020",0.42857,
Albania,ALB,"Apr 18, 2020",0.42857,
Albania,ALB,"Apr 19, 2020",0.42857,
Albania,ALB,"Apr 20, 2020",0.42857,
Albania,ALB,"Apr 21, 2020",0.42857,
Albania,ALB,"Apr 22, 2020",0.28571,
Albania,ALB,"Apr 23, 2020",0.28571,
Albania,ALB,"Apr 24, 2020",0.14286,
Albania,ALB,"Apr 25, 2020",0.14286,
Albania,ALB,"Apr 26, 2020",0.14286,
Albania,ALB,"Apr 27, 2020",0.28571,
Albania,ALB,"Apr 28, 2020",0.28571,
Albania,ALB,"Apr 29, 2020",0.57143,
Albania,ALB,"Apr 30, 2020",0.57143,
Albania,ALB,"May 1, 2020",0.57143,
Albania,ALB,"May 2, 2020",0.57143,
Albania,ALB,"May 3, 2020",0.57143,
Albania,ALB,"May 4, 2020",0.42857,
Albania,ALB,"May 5, 2020",0.42857,
Albania,ALB,"May 6, 2020",0.14286,
Albania,ALB,"May 7, 2020",0,
Albania,ALB,"May 8, 2020",0,
Albania,ALB,"May 9, 2020",0,
Albania,ALB,"May 10, 2020",0,
Albania,ALB,"May 11, 2020",0,
Albania,ALB,"May 12, 2020",0,
Albania,ALB,"May 13, 2020",0,
Albania,ALB,"May 14, 2020",0,
Albania,ALB,"May 15, 2020",0,
Albania,ALB,"May 16, 2020",0,
Algeria,DZA,"Apr 2, 2020",5.28571,0
Algeria,DZA,"Apr 3, 2020",5.42857,1
Algeria,DZA,"Apr 4, 2020",11.28571,2
Algeria,DZA,"Apr 5, 2020",14.42857,3
Algeria,DZA,"Apr 6, 2020",17.28571,4
Algeria,DZA,"Apr 7, 2020",19.71429,5
Algeria,DZA,"Apr 8, 2020",21.28571,6
Algeria,DZA,"Apr 9, 2020",21,7
Algeria,DZA,"Apr 10, 2020",24.57143,8
Algeria,DZA,"Apr 11, 2020",21.57143,9
Algeria,DZA,"Apr 12, 2020",20.71429,10
Algeria,DZA,"Apr 13, 2020",20.14286,11
Algeria,DZA,"Apr 14, 2020",20,12
Algeria,DZA,"Apr 15, 2020",18.85714,13
Algeria,DZA,"Apr 16, 2020",18.71429,14
Algeria,DZA,"Apr 17, 2020",16.14286,15
Algeria,DZA,"Apr 18, 2020",15.42857,16
Algeria,DZA,"Apr 19, 2020",13.14286,17
Algeria,DZA,"Apr 20, 2020",11.71429,18
Algeria,DZA,"Apr 21, 2020",10.14286,19
Algeria,DZA,"Apr 22, 2020",9.57143,20
Algeria,DZA,"Apr 23, 2020",9.42857,21
Algeria,DZA,"Apr 24, 2020",8.42857,22
Algeria,DZA,"Apr 25, 2020",7.28571,23
Algeria,DZA,"Apr 26, 2020",7.42857,24
Algeria,DZA,"Apr 27, 2020",7.14286,25
Algeria,DZA,"Apr 28, 2020",6.85714,26
Algeria,DZA,"Apr 29, 2020",6.42857,27
Algeria,DZA,"Apr 30, 2020",6,28
Algeria,DZA,"May 1, 2020",6.14286,29
Algeria,DZA,"May 2, 2020",5.42857,30
Algeria,DZA,"May 3, 2020",5.71429,31
Algeria,DZA,"May 4, 2020",5.42857,32
Algeria,DZA,"May 5, 2020",4.71429,33
Algeria,DZA,"May 6, 2020",4.71429,34
Algeria,DZA,"May 7, 2020",4.57143,35
Algeria,DZA,"May 8, 2020",4.71429,36
Algeria,DZA,"May 9, 2020",5,37
Algeria,DZA,"May 10, 2020",5,38
Algeria,DZA,"May 11, 2020",5.57143,39
Algeria,DZA,"May 12, 2020",6,40
Algeria,DZA,"May 13, 2020",6.42857,41
Algeria,DZA,"May 14, 2020",6.57143,42
Algeria,DZA,"May 15, 2020",6.57143,43
Algeria,DZA,"May 16, 2020",6.85714,44
Andorra,AND,"Mar 17, 2020",0,
Andorra,AND,"Mar 18, 2020",0,
Andorra,AND,"Mar 19, 2020",0,
Andorra,AND,"Mar 20, 2020",0,
Andorra,AND,"Mar 21, 2020",0,
Andorra,AND,"Mar 22, 2020",0,
Andorra,AND,"Mar 23, 2020",0,
Andorra,AND,"Mar 24, 2020",0,
Andorra,AND,"Mar 25, 2020",0,
Andorra,AND,"Mar 26, 2020",0,
Andorra,AND,"Mar 27, 2020",0.42857,
Andorra,AND,"Mar 28, 2020",0.42857,
Andorra,AND,"Mar 29, 2020",0.57143,
Andorra,AND,"Mar 30, 2020",0.85714,
Andorra,AND,"Mar 31, 2020",1.14286,
Andorra,AND,"Apr 1, 2020",1.71429,
Andorra,AND,"Apr 2, 2020",2,
Andorra,AND,"Apr 3, 2020",1.71429,
Andorra,AND,"Apr 4, 2020",1.85714,
Andorra,AND,"Apr 5, 2020",1.85714,
Andorra,AND,"Apr 6, 2020",1.71429,
Andorra,AND,"Apr 7, 2020",1.85714,
Andorra,AND,"Apr 8, 2020",1.42857,
Andorra,AND,"Apr 9, 2020",1.28571,
Andorra,AND,"Apr 10, 2020",1.42857,
Andorra,AND,"Apr 11, 2020",1.42857,
Andorra,AND,"Apr 12, 2020",1.57143,
Andorra,AND,"Apr 13, 2020",1.57143,
Andorra,AND,"Apr 14, 2020",1.14286,
Andorra,AND,"Apr 15, 2020",1.28571,
Andorra,AND,"Apr 16, 2020",1.42857,
Andorra,AND,"Apr 17, 2020",1.14286,
Andorra,AND,"Apr 18, 2020",1.28571,
Andorra,AND,"Apr 19, 2020",1,
Andorra,AND,"Apr 20, 2020",1,
Andorra,AND,"Apr 21, 2020",1,
Andorra,AND,"Apr 22, 2020",0.85714,
Andorra,AND,"Apr 23, 2020",0.57143,
Andorra,AND,"Apr 24, 2020",0.57143,
Andorra,AND,"Apr 25, 2020",0.71429,
Andorra,AND,"Apr 26, 2020",0.71429,
Andorra,AND,"Apr 27, 2020",0.57143,
Andorra,AND,"Apr 28, 2020",0.57143,
Andorra,AND,"Apr 29, 2020",0.57143,
Andorra,AND,"Apr 30, 2020",0.71429,
Andorra,AND,"May 1, 2020",0.71429,
Andorra,AND,"May 2, 2020",0.42857,
Andorra,AND,"May 3, 2020",0.57143,
Andorra,AND,"May 4, 2020",0.71429,
Andorra,AND,"May 5, 2020",0.71429,
Andorra,AND,"May 6, 2020",0.71429,
Andorra,AND,"May 7, 2020",0.57143,
Andorra,AND,"May 8, 2020",0.71429,
Andorra,AND,"May 9, 2020",0.57143,
Andorra,AND,"May 10, 2020",0.57143,
Andorra,AND,"May 11, 2020",0.42857,
Andorra,AND,"May 12, 2020",0.42857,
Andorra,AND,"May 13, 2020",0.28571,
Andorra,AND,"May 14, 2020",0.42857,
Andorra,AND,"May 15, 2020",0.28571,
Andorra,AND,"May 16, 2020",0.28571,
Angola,AGO,"Mar 24, 2020",0,
Angola,AGO,"Mar 25, 2020",0,
Angola,AGO,"Mar 26, 2020",0,
Angola,AGO,"Mar 27, 2020",0,
Angola,AGO,"Mar 28, 2020",0,
Angola,AGO,"Mar 29, 2020",0,
Angola,AGO,"Mar 30, 2020",0.28571,
Angola,AGO,"Mar 31, 2020",0.28571,
Angola,AGO,"Apr 1, 2020",0.28571,
Angola,AGO,"Apr 2, 2020",0.28571,
Angola,AGO,"Apr 3, 2020",0.28571,
Angola,AGO,"Apr 4, 2020",0.28571,
Angola,AGO,"Apr 5, 2020",0.28571,
Angola,AGO,"Apr 6, 2020",0,
Angola,AGO,"Apr 7, 2020",0,
Angola,AGO,"Apr 8, 2020",0,
Angola,AGO,"Apr 9, 2020",0,
Angola,AGO,"Apr 10, 2020",0,
Angola,AGO,"Apr 11, 2020",0,
Angola,AGO,"Apr 12, 2020",0,
Angola,AGO,"Apr 13, 2020",0,
Angola,AGO,"Apr 14, 2020",0,
Angola,AGO,"Apr 15, 2020",0,
Angola,AGO,"Apr 16, 2020",0,
Angola,AGO,"Apr 17, 2020",0,
Angola,AGO,"Apr 18, 2020",0,
Angola,AGO,"Apr 19, 2020",0,
Angola,AGO,"Apr 20, 2020",0,
Angola,AGO,"Apr 21, 2020",0,
Angola,AGO,"Apr 22, 2020",0,
Angola,AGO,"Apr 23, 2020",0,
Angola,AGO,"Apr 24, 2020",0,
Angola,AGO,"Apr 25, 2020",0,
Angola,AGO,"Apr 26, 2020",0,
Angola,AGO,"Apr 27, 2020",0,
Angola,AGO,"Apr 28, 2020",0,
Angola,AGO,"Apr 29, 2020",0,
Angola,AGO,"Apr 30, 2020",0,
Angola,AGO,"May 1, 2020",0,
Angola,AGO,"May 2, 2020",0,
Angola,AGO,"May 3, 2020",0,
Angola,AGO,"May 4, 2020",0,
Angola,AGO,"May 5, 2020",0,
Angola,AGO,"May 6, 2020",0,
Angola,AGO,"May 7, 2020",0,
Angola,AGO,"May 8, 2020",0,
Angola,AGO,"May 9, 2020",0,
Angola,AGO,"May 10, 2020",0,
Angola,AGO,"May 11, 2020",0,
Angola,AGO,"May 12, 2020",0,
Angola,AGO,"May 13, 2020",0,
Angola,AGO,"May 14, 2020",0,
Angola,AGO,"May 15, 2020",0,
Angola,AGO,"May 16, 2020",0,
Anguilla,AIA,"Mar 29, 2020",0,
Anguilla,AIA,"Mar 30, 2020",0,
Anguilla,AIA,"Mar 31, 2020",0,
Anguilla,AIA,"Apr 1, 2020",0,
Anguilla,AIA,"Apr 2, 2020",0,
Anguilla,AIA,"Apr 3, 2020",0,
Anguilla,AIA,"Apr 4, 2020",0,
Anguilla,AIA,"Apr 5, 2020",0,
Anguilla,AIA,"Apr 6, 2020",0,
Anguilla,AIA,"Apr 7, 2020",0,
Anguilla,AIA,"Apr 8, 2020",0,
Anguilla,AIA,"Apr 9, 2020",0,
Anguilla,AIA,"Apr 10, 2020",0,
Anguilla,AIA,"Apr 11, 2020",0,
Anguilla,AIA,"Apr 12, 2020",0,
Anguilla,AIA,"Apr 13, 2020",0,
Anguilla,AIA,"Apr 14, 2020",0,
Anguilla,AIA,"Apr 15, 2020",0,
Anguilla,AIA,"Apr 16, 2020",0,
Anguilla,AIA,"Apr 17, 2020",0,
Anguilla,AIA,"Apr 18, 2020",0,
Anguilla,AIA,"Apr 19, 2020",0,
Anguilla,AIA,"Apr 20, 2020",0,
Anguilla,AIA,"Apr 21, 2020",0,
Anguilla,AIA,"Apr 22, 2020",0,
Anguilla,AIA,"Apr 23, 2020",0,
Anguilla,AIA,"Apr 24, 2020",0,
Anguilla,AIA,"Apr 25, 2020",0,
Anguilla,AIA,"Apr 26, 2020",0,
Anguilla,AIA,"Apr 27, 2020",0,
Anguilla,AIA,"Apr 28, 2020",0,
Anguilla,AIA,"Apr 29, 2020",0,
Anguilla,AIA,"Apr 30, 2020",0,
Anguilla,AIA,"May 1, 2020",0,
Anguilla,AIA,"May 2, 2020",0,
Anguilla,AIA,"May 3, 2020",0,
Anguilla,AIA,"May 4, 2020",0,
Anguilla,AIA,"May 5, 2020",0,
Anguilla,AIA,"May 6, 2020",0,
Anguilla,AIA,"May 7, 2020",0,
Anguilla,AIA,"May 8, 2020",0,
Anguilla,AIA,"May 9, 2020",0,
Anguilla,AIA,"May 10, 2020",0,
Anguilla,AIA,"May 11, 2020",0,
Anguilla,AIA,"May 12, 2020",0,
Anguilla,AIA,"May 13, 2020",0,
Anguilla,AIA,"May 14, 2020",0,
Anguilla,AIA,"May 15, 2020",0,
Anguilla,AIA,"May 16, 2020",0,
Antigua and Barbuda,ATG,"Mar 23, 2020",0,
Antigua and Barbuda,ATG,"Mar 24, 2020",0,
Antigua and Barbuda,ATG,"Mar 25, 2020",0,
Antigua and Barbuda,ATG,"Mar 26, 2020",0,
Antigua and Barbuda,ATG,"Mar 27, 2020",0,
Antigua and Barbuda,ATG,"Mar 28, 2020",0,
Antigua and Barbuda,ATG,"Mar 29, 2020",0,
Antigua and Barbuda,ATG,"Mar 30, 2020",0,
Antigua and Barbuda,ATG,"Mar 31, 2020",0,
Antigua and Barbuda,ATG,"Apr 1, 2020",0,
Antigua and Barbuda,ATG,"Apr 2, 2020",0,
Antigua and Barbuda,ATG,"Apr 3, 2020",0,
Antigua and Barbuda,ATG,"Apr 4, 2020",0,
Antigua and Barbuda,ATG,"Apr 5, 2020",0,
Antigua and Barbuda,ATG,"Apr 6, 2020",0,
Antigua and Barbuda,ATG,"Apr 7, 2020",0,
Antigua and Barbuda,ATG,"Apr 8, 2020",0,
Antigua and Barbuda,ATG,"Apr 9, 2020",0,
Antigua and Barbuda,ATG,"Apr 10, 2020",0.28571,
Antigua and Barbuda,ATG,"Apr 11, 2020",0.28571,
Antigua and Barbuda,ATG,"Apr 12, 2020",0.28571,
Antigua and Barbuda,ATG,"Apr 13, 2020",0.28571,
Antigua and Barbuda,ATG,"Apr 14, 2020",0.28571,
Antigua and Barbuda,ATG,"Apr 15, 2020",0.28571,
Antigua and Barbuda,ATG,"Apr 16, 2020",0.28571,
Antigua and Barbuda,ATG,"Apr 17, 2020",0,
Antigua and Barbuda,ATG,"Apr 18, 2020",0,
Antigua and Barbuda,ATG,"Apr 19, 2020",0,
Antigua and Barbuda,ATG,"Apr 20, 2020",0,
Antigua and Barbuda,ATG,"Apr 21, 2020",0.14286,
Antigua and Barbuda,ATG,"Apr 22, 2020",0.14286,
Antigua and Barbuda,ATG,"Apr 23, 2020",0.14286,
Antigua and Barbuda,ATG,"Apr 24, 2020",0.14286,
Antigua and Barbuda,ATG,"Apr 25, 2020",0.14286,
Antigua and Barbuda,ATG,"Apr 26, 2020",0.14286,
Antigua and Barbuda,ATG,"Apr 27, 2020",0.14286,
Antigua and Barbuda,ATG,"Apr 28, 2020",0,
Antigua and Barbuda,ATG,"Apr 29, 2020",0,
Antigua and Barbuda,ATG,"Apr 30, 2020",0,
Antigua and Barbuda,ATG,"May 1, 2020",0,
Antigua and Barbuda,ATG,"May 2, 2020",0,
Antigua and Barbuda,ATG,"May 3, 2020",0,
Antigua and Barbuda,ATG,"May 4, 2020",0,
Antigua and Barbuda,ATG,"May 5, 2020",0,
Antigua and Barbuda,ATG,"May 6, 2020",0,
Antigua and Barbuda,ATG,"May 7, 2020",0,
Antigua and Barbuda,ATG,"May 8, 2020",0,
Antigua and Barbuda,ATG,"May 9, 2020",0,
Antigua and Barbuda,ATG,"May 10, 2020",0,
Antigua and Barbuda,ATG,"May 11, 2020",0,
Antigua and Barbuda,ATG,"May 12, 2020",0,
Antigua and Barbuda,ATG,"May 13, 2020",0,
Antigua and Barbuda,ATG,"May 14, 2020",0,
Antigua and Barbuda,ATG,"May 15, 2020",0,
Antigua and Barbuda,ATG,"May 16, 2020",0,
Argentina,ARG,"Apr 8, 2020",5.14286,0
Argentina,ARG,"Apr 9, 2020",4.85714,1
Argentina,ARG,"Apr 10, 2020",6.42857,2
Argentina,ARG,"Apr 11, 2020",6.42857,3
Argentina,ARG,"Apr 12, 2020",6.57143,4
Argentina,ARG,"Apr 13, 2020",7,5
Argentina,ARG,"Apr 14, 2020",6.42857,6
Argentina,ARG,"Apr 15, 2020",6.42857,7
Argentina,ARG,"Apr 16, 2020",6.28571,8
Argentina,ARG,"Apr 17, 2020",5.14286,9
Argentina,ARG,"Apr 18, 2020",5.71429,10
Argentina,ARG,"Apr 19, 2020",6.14286,11
Argentina,ARG,"Apr 20, 2020",5.57143,12
Argentina,ARG,"Apr 21, 2020",6.28571,13
Argentina,ARG,"Apr 22, 2020",6.57143,14
Argentina,ARG,"Apr 23, 2020",7.14286,15
Argentina,ARG,"Apr 24, 2020",7.14286,16
Argentina,ARG,"Apr 25, 2020",6.42857,17
Argentina,ARG,"Apr 26, 2020",7.57143,18
Argentina,ARG,"Apr 27, 2020",7.42857,19
Argentina,ARG,"Apr 28, 2020",7.85714,20
Argentina,ARG,"Apr 29, 2020",8,21
Argentina,ARG,"Apr 30, 2020",7.85714,22
Argentina,ARG,"May 1, 2020",7.57143,23
Argentina,ARG,"May 2, 2020",8.28571,24
Argentina,ARG,"May 3, 2020",7.42857,25
Argentina,ARG,"May 4, 2020",8.57143,26
Argentina,ARG,"May 5, 2020",9,27
Argentina,ARG,"May 6, 2020",8.14286,28
Argentina,ARG,"May 7, 2020",8.42857,29
Argentina,ARG,"May 8, 2020",9.14286,30
Argentina,ARG,"May 9, 2020",9.71429,31
Argentina,ARG,"May 10, 2020",9,32
Argentina,ARG,"May 11, 2020",7.71429,33
Argentina,ARG,"May 12, 2020",6.42857,34
Argentina,ARG,"May 13, 2020",7.85714,35
Argentina,ARG,"May 14, 2020",8,36
Argentina,ARG,"May 15, 2020",10.14286,37
Argentina,ARG,"May 16, 2020",9,38
Armenia,ARM,"Jan 2, 2020",0,
Armenia,ARM,"Jan 3, 2020",0,
Armenia,ARM,"Jan 4, 2020",0,
Armenia,ARM,"Jan 5, 2020",0,
Armenia,ARM,"Jan 6, 2020",0,
Armenia,ARM,"Jan 7, 2020",0,
Armenia,ARM,"Jan 8, 2020",0,
Armenia,ARM,"Jan 9, 2020",0,
Armenia,ARM,"Jan 10, 2020",0,
Armenia,ARM,"Jan 11, 2020",0,
Armenia,ARM,"Jan 12, 2020",0,
Armenia,ARM,"Jan 13, 2020",0,
Armenia,ARM,"Jan 14, 2020",0,
Armenia,ARM,"Jan 15, 2020",0,
Armenia,ARM,"Jan 16, 2020",0,
Armenia,ARM,"Jan 17, 2020",0,
Armenia,ARM,"Jan 18, 2020",0,
Armenia,ARM,"Jan 19, 2020",0,
Armenia,ARM,"Jan 20, 2020",0,
Armenia,ARM,"Jan 21, 2020",0,
Armenia,ARM,"Jan 22, 2020",0,
Armenia,ARM,"Jan 23, 2020",0,
Armenia,ARM,"Jan 24, 2020",0,
Armenia,ARM,"Jan 25, 2020",0,
Armenia,ARM,"Jan 26, 2020",0,
Armenia,ARM,"Jan 27, 2020",0,
Armenia,ARM,"Jan 28, 2020",0,
Armenia,ARM,"Jan 29, 2020",0,
Armenia,ARM,"Jan 30, 2020",0,
Armenia,ARM,"Jan 31, 2020",0,
Armenia,ARM,"Feb 1, 2020",0,
Armenia,ARM,"Feb 2, 2020",0,
Armenia,ARM,"Feb 3, 2020",0,
Armenia,ARM,"Feb 4, 2020",0,
Armenia,ARM,"Feb 5, 2020",0,
Armenia,ARM,"Feb 6, 2020",0,
Armenia,ARM,"Feb 7, 2020",0,
Armenia,ARM,"Feb 8, 2020",0,
Armenia,ARM,"Feb 9, 2020",0,
Armenia,ARM,"Feb 10, 2020",0,
Armenia,ARM,"Feb 11, 2020",0,
Armenia,ARM,"Feb 12, 2020",0,
Armenia,ARM,"Feb 13, 2020",0,
Armenia,ARM,"Feb 14, 2020",0,
Armenia,ARM,"Feb 15, 2020",0,
Armenia,ARM,"Feb 16, 2020",0,
Armenia,ARM,"Feb 17, 2020",0,
Armenia,ARM,"Feb 18, 2020",0,
Armenia,ARM,"Feb 19, 2020",0,
Armenia,ARM,"Feb 20, 2020",0,
Armenia,ARM,"Feb 21, 2020",0,
Armenia,ARM,"Feb 22, 2020",0,
Armenia,ARM,"Feb 23, 2020",0,
Armenia,ARM,"Feb 24, 2020",0,
Armenia,ARM,"Feb 25, 2020",0,
Armenia,ARM,"Feb 26, 2020",0,
Armenia,ARM,"Feb 27, 2020",0,
Armenia,ARM,"Feb 28, 2020",0,
Armenia,ARM,"Feb 29, 2020",0,
Armenia,ARM,"Mar 1, 2020",0,
Armenia,ARM,"Mar 2, 2020",0,
Armenia,ARM,"Mar 3, 2020",0,
Armenia,ARM,"Mar 4, 2020",0,
Armenia,ARM,"Mar 5, 2020",0,
Armenia,ARM,"Mar 6, 2020",0,
Armenia,ARM,"Mar 14, 2020",0,
Armenia,ARM,"Mar 15, 2020",0,
Armenia,ARM,"Mar 16, 2020",0,
Armenia,ARM,"Mar 17, 2020",0,
Armenia,ARM,"Mar 18, 2020",0,
Armenia,ARM,"Mar 19, 2020",0,
Armenia,ARM,"Mar 20, 2020",0,
Armenia,ARM,"Mar 21, 2020",0,
Armenia,ARM,"Mar 22, 2020",0,
Armenia,ARM,"Mar 23, 2020",0,
Armenia,ARM,"Mar 24, 2020",0,
Armenia,ARM,"Mar 25, 2020",0,
Armenia,ARM,"Mar 26, 2020",0,
Armenia,ARM,"Mar 27, 2020",0.14286,
Armenia,ARM,"Mar 28, 2020",0.14286,
Armenia,ARM,"Mar 29, 2020",0.42857,
Armenia,ARM,"Mar 30, 2020",0.42857,
Armenia,ARM,"Mar 31, 2020",0.42857,
Armenia,ARM,"Apr 1, 2020",0.42857,
Armenia,ARM,"Apr 2, 2020",0.42857,
Armenia,ARM,"Apr 3, 2020",0.42857,
Armenia,ARM,"Apr 4, 2020",0.85714,
Armenia,ARM,"Apr 5, 2020",0.57143,
Armenia,ARM,"Apr 6, 2020",0.57143,
Armenia,ARM,"Apr 7, 2020",0.71429,
Armenia,ARM,"Apr 8, 2020",0.71429,
Armenia,ARM,"Apr 9, 2020",0.85714,
Armenia,ARM,"Apr 10, 2020",0.85714,
Armenia,ARM,"Apr 11, 2020",0.57143,
Armenia,ARM,"Apr 12, 2020",0.85714,
Armenia,ARM,"Apr 13, 2020",0.85714,
Armenia,ARM,"Apr 14, 2020",0.85714,
Armenia,ARM,"Apr 15, 2020",1.28571,
Armenia,ARM,"Apr 16, 2020",1.28571,
Armenia,ARM,"Apr 17, 2020",1.28571,
Armenia,ARM,"Apr 18, 2020",1.28571,
Armenia,ARM,"Apr 19, 2020",1,
Armenia,ARM,"Apr 20, 2020",1.28571,
Armenia,ARM,"Apr 21, 2020",1.42857,
Armenia,ARM,"Apr 22, 2020",1,
Armenia,ARM,"Apr 23, 2020",0.85714,
Armenia,ARM,"Apr 24, 2020",1.14286,
Armenia,ARM,"Apr 25, 2020",1.14286,
Armenia,ARM,"Apr 26, 2020",1.14286,
Armenia,ARM,"Apr 27, 2020",1,
Armenia,ARM,"Apr 28, 2020",0.85714,
Armenia,ARM,"Apr 29, 2020",0.85714,
Armenia,ARM,"Apr 30, 2020",0.85714,
Armenia,ARM,"May 1, 2020",0.71429,
Armenia,ARM,"May 2, 2020",0.71429,
Armenia,ARM,"May 3, 2020",0.71429,
Armenia,ARM,"May 4, 2020",0.85714,
Armenia,ARM,"May 5, 2020",1.28571,
Armenia,ARM,"May 6, 2020",1.42857,
Armenia,ARM,"May 7, 2020",1.42857,
Armenia,ARM,"May 8, 2020",1.42857,
Armenia,ARM,"May 9, 2020",1.42857,
Armenia,ARM,"May 10, 2020",1.57143,
Armenia,ARM,"May 11, 2020",1.42857,
Armenia,ARM,"May 12, 2020",1,
Armenia,ARM,"May 13, 2020",1,
Armenia,ARM,"May 14, 2020",1.14286,
Armenia,ARM,"May 15, 2020",1,
Armenia,ARM,"May 16, 2020",1.28571,
Aruba,ABW,"Mar 25, 2020",0,
Aruba,ABW,"Mar 26, 2020",0,
Aruba,ABW,"Mar 27, 2020",0,
Aruba,ABW,"Mar 28, 2020",0,
Aruba,ABW,"Mar 29, 2020",0,
Aruba,ABW,"Mar 30, 2020",0,
Aruba,ABW,"Mar 31, 2020",0,
Aruba,ABW,"Apr 1, 2020",0,
Aruba,ABW,"Apr 2, 2020",0,
Aruba,ABW,"Apr 3, 2020",0,
