Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Colombia,COL,"Apr 5, 2020",27.632081546321157
Colombia,COL,"Apr 6, 2020",29.184666498070357
Colombia,COL,"Apr 7, 2020",31.03204606091117
Colombia,COL,"Apr 8, 2020",34.98229384953888
Colombia,COL,"Apr 9, 2020",40.36720874547913
Colombia,COL,"Apr 10, 2020",43.68856136377805
Colombia,COL,"Apr 11, 2020",48.60180488197171
Colombia,COL,"Apr 12, 2020",53.23990676314653
Colombia,COL,"Apr 13, 2020",54.55665602602243
Colombia,COL,"Apr 14, 2020",56.0502820555533
Colombia,COL,"Apr 15, 2020",58.546209762795684
Colombia,COL,"Apr 16, 2020",61.02248449596529
Colombia,COL,"Apr 17, 2020",63.538065177280444
Colombia,COL,"Apr 18, 2020",67.58657783627201
Colombia,COL,"Apr 19, 2020",71.16341911751701
Colombia,COL,"Apr 20, 2020",74.52407768396147
Colombia,COL,"Apr 21, 2020",78.15987788742478
Colombia,COL,"Apr 22, 2020",81.54018942794202
Congo,COG,"Mar 16, 2020",0.18122206008888578
Congo,COG,"Mar 17, 2020",0.18122206008888578
Congo,COG,"Mar 18, 2020",0.18122206008888578
Congo,COG,"Mar 19, 2020",0.5436661802666574
Congo,COG,"Mar 20, 2020",0.5436661802666574
Congo,COG,"Mar 21, 2020",0.5436661802666574
Congo,COG,"Mar 22, 2020",0.7248882403555431
Congo,COG,"Mar 23, 2020",0.7248882403555431
Congo,COG,"Mar 24, 2020",0.7248882403555431
Congo,COG,"Mar 25, 2020",0.7248882403555431
Congo,COG,"Mar 26, 2020",0.7248882403555431
Congo,COG,"Mar 27, 2020",0.7248882403555431
Congo,COG,"Mar 28, 2020",0.7248882403555431
Congo,COG,"Mar 29, 2020",3.44321914168883
Congo,COG,"Mar 30, 2020",3.44321914168883
Congo,COG,"Mar 31, 2020",3.44321914168883
Congo,COG,"Apr 1, 2020",3.986885321955487
Congo,COG,"Apr 2, 2020",3.986885321955487
Congo,COG,"Apr 3, 2020",7.430104463644318
Congo,COG,"Apr 4, 2020",7.430104463644318
Congo,COG,"Apr 5, 2020",8.154992703999861
Congo,COG,"Apr 6, 2020",8.154992703999861
Congo,COG,"Apr 7, 2020",8.154992703999861
Congo,COG,"Apr 8, 2020",8.154992703999861
Congo,COG,"Apr 9, 2020",10.873323605333148
Congo,COG,"Apr 10, 2020",10.873323605333148
Congo,COG,"Apr 11, 2020",10.873323605333148
Congo,COG,"Apr 12, 2020",10.873323605333148
Congo,COG,"Apr 13, 2020",12.685544206222005
Congo,COG,"Apr 14, 2020",12.685544206222005
Congo,COG,"Apr 15, 2020",13.410432446577548
Congo,COG,"Apr 16, 2020",21.202981030399638
Congo,COG,"Apr 17, 2020",21.202981030399638
Congo,COG,"Apr 18, 2020",25.91475459271067
Congo,COG,"Apr 19, 2020",25.91475459271067
Congo,COG,"Apr 20, 2020",28.995529614221727
Congo,COG,"Apr 21, 2020",28.995529614221727
Congo,COG,"Apr 22, 2020",29.901639914666156
Costa Rica,CRI,"Mar 7, 2020",0.1963049904262056
Costa Rica,CRI,"Mar 9, 2020",0.9815249521310281
Costa Rica,CRI,"Mar 10, 2020",1.7667449138358504
Costa Rica,CRI,"Mar 11, 2020",2.5519648755406728
Costa Rica,CRI,"Mar 12, 2020",4.318709789376523
Costa Rica,CRI,"Mar 13, 2020",4.515014779802729
Costa Rica,CRI,"Mar 14, 2020",5.1039297510813455
Costa Rica,CRI,"Mar 15, 2020",5.300234741507551
Costa Rica,CRI,"Mar 16, 2020",6.870674664917196
Costa Rica,CRI,"Mar 17, 2020",8.04850460747443
Costa Rica,CRI,"Mar 18, 2020",9.81524952131028
Costa Rica,CRI,"Mar 19, 2020",13.545044339408188
Costa Rica,CRI,"Mar 20, 2020",17.078534167079887
Costa Rica,CRI,"Mar 21, 2020",22.182463918161233
Costa Rica,CRI,"Mar 22, 2020",22.967683879866055
Costa Rica,CRI,"Mar 23, 2020",26.30486871711155
Costa Rica,CRI,"Mar 24, 2020",31.016188487340486
Costa Rica,CRI,"Mar 25, 2020",34.74598330543839
Costa Rica,CRI,"Mar 26, 2020",39.457303075667326
Costa Rica,CRI,"Mar 27, 2020",45.3464527884535
Costa Rica,CRI,"Mar 28, 2020",51.628212482092074
Costa Rica,CRI,"Mar 29, 2020",57.90997217573065
Costa Rica,CRI,"Mar 30, 2020",61.63976699382856
Costa Rica,CRI,"Mar 31, 2020",64.78064684064785
Costa Rica,CRI,"Apr 1, 2020",68.11783167789335
Costa Rica,CRI,"Apr 2, 2020",73.6143714098271
Costa Rica,CRI,"Apr 3, 2020",77.73677620877741
Costa Rica,CRI,"Apr 4, 2020",81.66287601730153
Costa Rica,CRI,"Apr 5, 2020",85.39267083539944
Costa Rica,CRI,"Apr 6, 2020",89.12246565349734
Costa Rica,CRI,"Apr 7, 2020",91.67443052903802
Costa Rica,CRI,"Apr 8, 2020",94.81531037585731
Costa Rica,CRI,"Apr 9, 2020",98.54510519395521
Costa Rica,CRI,"Apr 10, 2020",105.80838983972482
Costa Rica,CRI,"Apr 11, 2020",109.53818465782273
Costa Rica,CRI,"Apr 12, 2020",113.26797947592064
Costa Rica,CRI,"Apr 13, 2020",116.80146930359234
Costa Rica,CRI,"Apr 14, 2020",120.13865414083783
Costa Rica,CRI,"Apr 15, 2020",121.31648408339507
Costa Rica,CRI,"Apr 16, 2020",122.8869240068047
Costa Rica,CRI,"Apr 17, 2020",126.027803853624
Costa Rica,CRI,"Apr 18, 2020",127.40193878660745
Costa Rica,CRI,"Apr 19, 2020",128.57976872916467
Costa Rica,CRI,"Apr 20, 2020",129.5612936812957
Costa Rica,CRI,"Apr 21, 2020",129.95390366214812
Costa Rica,CRI,"Apr 22, 2020",131.32803859513155
Cote d'Ivoire,CIV,"Mar 12, 2020",0.03790998463697873
Cote d'Ivoire,CIV,"Mar 15, 2020",0.1516399385479149
Cote d'Ivoire,CIV,"Mar 16, 2020",0.1516399385479149
Cote d'Ivoire,CIV,"Mar 17, 2020",0.18954992318489364
Cote d'Ivoire,CIV,"Mar 18, 2020",0.18954992318489364
Cote d'Ivoire,CIV,"Mar 19, 2020",0.22745990782187236
Cote d'Ivoire,CIV,"Mar 20, 2020",0.3411898617328086
Cote d'Ivoire,CIV,"Mar 21, 2020",0.5307397849177022
Cote d'Ivoire,CIV,"Mar 22, 2020",0.6444697388286383
Cote d'Ivoire,CIV,"Mar 23, 2020",0.9477496159244682
Cote d'Ivoire,CIV,"Mar 24, 2020",0.9477496159244682
Cote d'Ivoire,CIV,"Mar 25, 2020",2.767428878499447
Cote d'Ivoire,CIV,"Mar 26, 2020",3.032798770958298
Cote d'Ivoire,CIV,"Mar 27, 2020",3.639358525149958
Cote d'Ivoire,CIV,"Mar 28, 2020",3.8289084483348517
Cote d'Ivoire,CIV,"Mar 29, 2020",5.307397849177022
Cote d'Ivoire,CIV,"Mar 30, 2020",6.25514746510149
Cote d'Ivoire,CIV,"Mar 31, 2020",6.368877419012426
Cote d'Ivoire,CIV,"Apr 1, 2020",6.368877419012426
Cote d'Ivoire,CIV,"Apr 2, 2020",7.2028970810259585
Cote d'Ivoire,CIV,"Apr 3, 2020",7.354537019573873
Cote d'Ivoire,CIV,"Apr 4, 2020",8.264376650861363
Cote d'Ivoire,CIV,"Apr 5, 2020",9.287946236059788
Cote d'Ivoire,CIV,"Apr 6, 2020",9.894505990251448
Cote d'Ivoire,CIV,"Apr 7, 2020",12.24492503774413
Cote d'Ivoire,CIV,"Apr 8, 2020",13.230584638305576
Cote d'Ivoire,CIV,"Apr 9, 2020",14.557434100599831
Cote d'Ivoire,CIV,"Apr 10, 2020",16.832033178818556
Cote d'Ivoire,CIV,"Apr 11, 2020",18.19679262574979
Cote d'Ivoire,CIV,"Apr 12, 2020",20.20602181150966
Cote d'Ivoire,CIV,"Apr 13, 2020",21.76033118162579
Cote d'Ivoire,CIV,"Apr 14, 2020",23.731650382748683
Cote d'Ivoire,CIV,"Apr 15, 2020",23.731650382748683
Cote d'Ivoire,CIV,"Apr 16, 2020",24.79312995258409
Cote d'Ivoire,CIV,"Apr 17, 2020",26.082069430241365
Cote d'Ivoire,CIV,"Apr 18, 2020",28.129208600638215
Cote d'Ivoire,CIV,"Apr 19, 2020",30.36589769421996
Cote d'Ivoire,CIV,"Apr 20, 2020",32.10975698752098
Cote d'Ivoire,CIV,"Apr 21, 2020",33.3228764959043
Cote d'Ivoire,CIV,"Apr 22, 2020",34.72554592747252
Croatia,HRV,"Dec 31, 2019",0
Croatia,HRV,"Jan 1, 2020",0
Croatia,HRV,"Jan 2, 2020",0
Croatia,HRV,"Jan 3, 2020",0
Croatia,HRV,"Jan 4, 2020",0
Croatia,HRV,"Jan 5, 2020",0
Croatia,HRV,"Jan 6, 2020",0
Croatia,HRV,"Jan 7, 2020",0
Croatia,HRV,"Jan 8, 2020",0
Croatia,HRV,"Jan 9, 2020",0
Croatia,HRV,"Jan 10, 2020",0
Croatia,HRV,"Jan 11, 2020",0
Croatia,HRV,"Jan 12, 2020",0
Croatia,HRV,"Jan 13, 2020",0
Croatia,HRV,"Jan 14, 2020",0
Croatia,HRV,"Jan 15, 2020",0
Croatia,HRV,"Jan 16, 2020",0
Croatia,HRV,"Jan 17, 2020",0
Croatia,HRV,"Jan 18, 2020",0
Croatia,HRV,"Jan 19, 2020",0
Croatia,HRV,"Jan 20, 2020",0
Croatia,HRV,"Jan 21, 2020",0
Croatia,HRV,"Jan 22, 2020",0
Croatia,HRV,"Jan 23, 2020",0
Croatia,HRV,"Jan 24, 2020",0
Croatia,HRV,"Jan 25, 2020",0
Croatia,HRV,"Jan 26, 2020",0
Croatia,HRV,"Jan 27, 2020",0
Croatia,HRV,"Jan 28, 2020",0
Croatia,HRV,"Jan 29, 2020",0
Croatia,HRV,"Jan 30, 2020",0
Croatia,HRV,"Jan 31, 2020",0
Croatia,HRV,"Feb 1, 2020",0
Croatia,HRV,"Feb 2, 2020",0
Croatia,HRV,"Feb 3, 2020",0
Croatia,HRV,"Feb 4, 2020",0
Croatia,HRV,"Feb 5, 2020",0
Croatia,HRV,"Feb 6, 2020",0
Croatia,HRV,"Feb 7, 2020",0
Croatia,HRV,"Feb 8, 2020",0
Croatia,HRV,"Feb 9, 2020",0
Croatia,HRV,"Feb 10, 2020",0
Croatia,HRV,"Feb 11, 2020",0
Croatia,HRV,"Feb 12, 2020",0
Croatia,HRV,"Feb 13, 2020",0
Croatia,HRV,"Feb 14, 2020",0
Croatia,HRV,"Feb 15, 2020",0
Croatia,HRV,"Feb 16, 2020",0
Croatia,HRV,"Feb 17, 2020",0
Croatia,HRV,"Feb 18, 2020",0
Croatia,HRV,"Feb 19, 2020",0
Croatia,HRV,"Feb 20, 2020",0
Croatia,HRV,"Feb 21, 2020",0
Croatia,HRV,"Feb 22, 2020",0
Croatia,HRV,"Feb 23, 2020",0
Croatia,HRV,"Feb 24, 2020",0
Croatia,HRV,"Feb 25, 2020",0
Croatia,HRV,"Feb 26, 2020",0.24358945627910286
Croatia,HRV,"Feb 27, 2020",0.4871789125582057
Croatia,HRV,"Feb 28, 2020",0.7307683688373086
Croatia,HRV,"Feb 29, 2020",1.2179472813955143
Croatia,HRV,"Mar 1, 2020",1.2179472813955143
Croatia,HRV,"Mar 2, 2020",1.7051261939537201
Croatia,HRV,"Mar 3, 2020",1.948715650232823
Croatia,HRV,"Mar 4, 2020",2.1923051065119257
Croatia,HRV,"Mar 6, 2020",2.4358945627910287
Croatia,HRV,"Mar 7, 2020",2.6794840190701317
Croatia,HRV,"Mar 8, 2020",2.9230734753492342
Croatia,HRV,"Mar 11, 2020",3.1666629316283372
Croatia,HRV,"Mar 12, 2020",3.897431300465646
Croatia,HRV,"Mar 13, 2020",6.089736406977572
Croatia,HRV,"Mar 14, 2020",7.551273144652189
Croatia,HRV,"Mar 15, 2020",9.012809882326806
Croatia,HRV,"Mar 16, 2020",11.692293901396937
Croatia,HRV,"Mar 17, 2020",13.641009551629761
Croatia,HRV,"Mar 18, 2020",16.8076724832581
Croatia,HRV,"Mar 19, 2020",19.730745958607333
Croatia,HRV,"Mar 20, 2020",25.333303453026698
Croatia,HRV,"Mar 21, 2020",30.692271491166963
Croatia,HRV,"Mar 22, 2020",50.17942799349519
Croatia,HRV,"Mar 23, 2020",57.243522225589174
Croatia,HRV,"Mar 24, 2020",74.53837362140548
Croatia,HRV,"Mar 25, 2020",93.0511722986173
Croatia,HRV,"Mar 26, 2020",101.820392724665
Croatia,HRV,"Mar 27, 2020",120.57678085815591
Croatia,HRV,"Mar 28, 2020",142.7434213795543
Croatia,HRV,"Mar 29, 2020",160.0382727753706
Croatia,HRV,"Mar 30, 2020",173.67928232700035
Croatia,HRV,"Mar 31, 2020",192.43567046049125
Croatia,HRV,"Apr 1, 2020",211.19205859398218
Croatia,HRV,"Apr 2, 2020",234.57664639677606
Croatia,HRV,"Apr 3, 2020",246.268940298173
Croatia,HRV,"Apr 4, 2020",262.833023325152
Croatia,HRV,"Apr 5, 2020",274.2817277702698
Croatia,HRV,"Apr 6, 2020",287.9227373218996
Croatia,HRV,"Apr 7, 2020",297.6663155730637
Croatia,HRV,"Apr 8, 2020",312.28168294980986
Croatia,HRV,"Apr 9, 2020",327.14063978283514
Croatia,HRV,"Apr 10, 2020",342.73036498469776
Croatia,HRV,"Apr 11, 2020",364.1662371372588
Croatia,HRV,"Apr 12, 2020",373.6662259321438
Croatia,HRV,"Apr 13, 2020",389.7431300465646
Croatia,HRV,"Apr 14, 2020",401.92260286051976
Croatia,HRV,"Apr 15, 2020",415.0764334995913
Croatia,HRV,"Apr 16, 2020",424.0892433819181
Croatia,HRV,"Apr 17, 2020",436.26871619587325
Croatia,HRV,"Apr 18, 2020",441.8712736902926
Croatia,HRV,"Apr 19, 2020",446.25588390331643
Croatia,HRV,"Apr 20, 2020",455.7558726982015
Croatia,HRV,"Apr 21, 2020",458.1917672609925
Croatia,HRV,"Apr 22, 2020",464.76868258052826
Cuba,CUB,"Mar 12, 2020",0.26486286813290044
Cuba,CUB,"Mar 14, 2020",0.35315049084386724
Cuba,CUB,"Mar 15, 2020",0.35315049084386724
Cuba,CUB,"Mar 18, 2020",0.6180133589767677
Cuba,CUB,"Mar 19, 2020",0.9711638498206349
Cuba,CUB,"Mar 20, 2020",1.412601963375469
Cuba,CUB,"Mar 21, 2020",1.854040076930303
Cuba,CUB,"Mar 22, 2020",2.20719056777417
Cuba,CUB,"Mar 23, 2020",3.0900667948838385
Cuba,CUB,"Mar 24, 2020",3.5315049084386723
Cuba,CUB,"Mar 25, 2020",4.237805890126407
Cuba,CUB,"Mar 26, 2020",5.032394494525108
Cuba,CUB,"Mar 27, 2020",5.915270721634776
Cuba,CUB,"Mar 28, 2020",7.0630098168773445
Cuba,CUB,"Mar 29, 2020",10.50622710260505
Cuba,CUB,"Mar 30, 2020",12.271979556824386
Cuba,CUB,"Mar 31, 2020",15.008895860864358
Cuba,CUB,"Apr 1, 2020",16.421497824239825
Cuba,CUB,"Apr 2, 2020",18.716976014724963
Cuba,CUB,"Apr 3, 2020",20.571016091655267
Cuba,CUB,"Apr 4, 2020",23.74937050925007
Cuba,CUB,"Apr 5, 2020",25.42683534075844
Cuba,CUB,"Apr 6, 2020",28.252039267509378
Cuba,CUB,"Apr 7, 2020",30.900667948838382
Cuba,CUB,"Apr 8, 2020",34.961898593542855
Cuba,CUB,"Apr 9, 2020",40.34744357891183
Cuba,CUB,"Apr 10, 2020",45.46812569614791
Cuba,CUB,"Apr 11, 2020",49.79421920898528
Cuba,CUB,"Apr 12, 2020",54.738326080799425
Cuba,CUB,"Apr 13, 2020",59.06441959363679
Cuba,CUB,"Apr 14, 2020",64.0968140881619
Cuba,CUB,"Apr 15, 2020",67.62831899660057
Cuba,CUB,"Apr 16, 2020",71.86612488672698
Cuba,CUB,"Apr 17, 2020",76.10393077685339
Cuba,CUB,"Apr 18, 2020",81.48947576222237
Cuba,CUB,"Apr 19, 2020",87.05159599301328
Cuba,CUB,"Apr 20, 2020",91.37768950585065
Cuba,CUB,"Apr 21, 2020",95.96864588682092
Cuba,CUB,"Apr 22, 2020",100.38302702236926
Curacao,CUW,"Mar 13, 2020",6.0938452163315056
Curacao,CUW,"Mar 20, 2020",18.281535648994517
Curacao,CUW,"Mar 24, 2020",36.56307129798903
Curacao,CUW,"Mar 26, 2020",36.56307129798903
Curacao,CUW,"Mar 27, 2020",42.656916514320535
Curacao,CUW,"Mar 28, 2020",48.750761730652044
Curacao,CUW,"Mar 29, 2020",48.750761730652044
Curacao,CUW,"Mar 30, 2020",54.844606946983546
Curacao,CUW,"Apr 1, 2020",67.03229737964656
Curacao,CUW,"Apr 2, 2020",67.03229737964656
Curacao,CUW,"Apr 3, 2020",67.03229737964656
Curacao,CUW,"Apr 4, 2020",67.03229737964656
Curacao,CUW,"Apr 5, 2020",67.03229737964656
Curacao,CUW,"Apr 6, 2020",67.03229737964656
Curacao,CUW,"Apr 7, 2020",79.21998781230957
Curacao,CUW,"Apr 8, 2020",79.21998781230957
Curacao,CUW,"Apr 9, 2020",85.31383302864107
Curacao,CUW,"Apr 10, 2020",85.31383302864107
Curacao,CUW,"Apr 11, 2020",85.31383302864107
Curacao,CUW,"Apr 12, 2020",85.31383302864107
Curacao,CUW,"Apr 13, 2020",85.31383302864107
Curacao,CUW,"Apr 14, 2020",85.31383302864107
Curacao,CUW,"Apr 15, 2020",85.31383302864107
Curacao,CUW,"Apr 16, 2020",85.31383302864107
Curacao,CUW,"Apr 17, 2020",85.31383302864107
Curacao,CUW,"Apr 18, 2020",85.31383302864107
Curacao,CUW,"Apr 19, 2020",85.31383302864107
Curacao,CUW,"Apr 20, 2020",85.31383302864107
Curacao,CUW,"Apr 21, 2020",85.31383302864107
Curacao,CUW,"Apr 22, 2020",85.31383302864107
Cyprus,CYP,"Mar 10, 2020",1.6565053865413908
Cyprus,CYP,"Mar 12, 2020",4.969516159624172
Cyprus,CYP,"Mar 14, 2020",11.595537705789736
Cyprus,CYP,"Mar 15, 2020",17.393306558684603
Cyprus,CYP,"Mar 16, 2020",24.847580798120863
Cyprus,CYP,"Mar 17, 2020",33.13010773082782
Cyprus,CYP,"Mar 18, 2020",33.13010773082782
Cyprus,CYP,"Mar 19, 2020",48.038656209700335
Cyprus,CYP,"Mar 20, 2020",48.038656209700335
Cyprus,CYP,"Mar 21, 2020",55.492930449136594
Cyprus,CYP,"Mar 22, 2020",69.57322623473841
Cyprus,CYP,"Mar 23, 2020",78.68400586071607
Cyprus,CYP,"Mar 24, 2020",96.07731241940067
Cyprus,CYP,"Mar 25, 2020",102.70333396556623
Cyprus,CYP,"Mar 26, 2020",109.32935551173179
Cyprus,CYP,"Mar 27, 2020",120.92489321752153
Cyprus,CYP,"Mar 28, 2020",134.17693630985266
Cyprus,CYP,"Mar 29, 2020",148.25723209545447
Cyprus,CYP,"Mar 30, 2020",177.24607635992882
Cyprus,CYP,"Mar 31, 2020",190.49811945225994
Cyprus,CYP,"Apr 1, 2020",217.00220563692218
Cyprus,CYP,"Apr 2, 2020",265.04086184662253
Cyprus,CYP,"Apr 3, 2020",294.85795880436757
Cyprus,CYP,"Apr 4, 2020",327.9880665351954
Cyprus,CYP,"Apr 5, 2020",352.8356473333162
Cyprus,CYP,"Apr 6, 2020",369.40070119873013
Cyprus,CYP,"Apr 7, 2020",385.1375023708734
Cyprus,CYP,"Apr 8, 2020",409.15683047572355
Cyprus,CYP,"Apr 9, 2020",435.6609166603858
Cyprus,CYP,"Apr 10, 2020",467.1345190046722
Cyprus,CYP,"Apr 11, 2020",492.8103524960638
Cyprus,CYP,"Apr 12, 2020",510.20365905474836
Cyprus,CYP,"Apr 13, 2020",524.2839548403502
Cyprus,CYP,"Apr 14, 2020",548.3032829452004
Cyprus,CYP,"Apr 15, 2020",575.6356218231333
Cyprus,CYP,"Apr 16, 2020",592.2006756885472
Cyprus,CYP,"Apr 17, 2020",608.7657295539611
Cyprus,CYP,"Apr 18, 2020",608.7657295539611
Cyprus,CYP,"Apr 19, 2020",630.3002995789992
Cyprus,CYP,"Apr 20, 2020",635.2698157386234
Cyprus,CYP,"Apr 21, 2020",639.4110792049769
Cyprus,CYP,"Apr 22, 2020",649.3501115242252
Czech Republic,CZE,"Dec 31, 2019",0
Czech Republic,CZE,"Jan 1, 2020",0
Czech Republic,CZE,"Jan 2, 2020",0
Czech Republic,CZE,"Jan 3, 2020",0
Czech Republic,CZE,"Jan 4, 2020",0
Czech Republic,CZE,"Jan 5, 2020",0
Czech Republic,CZE,"Jan 6, 2020",0
Czech Republic,CZE,"Jan 7, 2020",0
Czech Republic,CZE,"Jan 8, 2020",0
Czech Republic,CZE,"Jan 9, 2020",0
Czech Republic,CZE,"Jan 10, 2020",0
Czech Republic,CZE,"Jan 11, 2020",0
Czech Republic,CZE,"Jan 12, 2020",0
Czech Republic,CZE,"Jan 13, 2020",0
Czech Republic,CZE,"Jan 14, 2020",0
Czech Republic,CZE,"Jan 15, 2020",0
Czech Republic,CZE,"Jan 16, 2020",0
Czech Republic,CZE,"Jan 17, 2020",0
Czech Republic,CZE,"Jan 18, 2020",0
Czech Republic,CZE,"Jan 19, 2020",0
Czech Republic,CZE,"Jan 20, 2020",0
Czech Republic,CZE,"Jan 21, 2020",0
Czech Republic,CZE,"Jan 22, 2020",0
Czech Republic,CZE,"Jan 23, 2020",0
Czech Republic,CZE,"Jan 24, 2020",0
Czech Republic,CZE,"Jan 25, 2020",0
Czech Republic,CZE,"Jan 26, 2020",0
Czech Republic,CZE,"Jan 27, 2020",0
Czech Republic,CZE,"Jan 28, 2020",0
Czech Republic,CZE,"Jan 29, 2020",0
Czech Republic,CZE,"Jan 30, 2020",0
Czech Republic,CZE,"Jan 31, 2020",0
Czech Republic,CZE,"Feb 1, 2020",0
Czech Republic,CZE,"Feb 2, 2020",0
Czech Republic,CZE,"Feb 3, 2020",0
Czech Republic,CZE,"Feb 4, 2020",0
Czech Republic,CZE,"Feb 5, 2020",0
Czech Republic,CZE,"Feb 6, 2020",0
Czech Republic,CZE,"Feb 7, 2020",0
Czech Republic,CZE,"Feb 8, 2020",0
Czech Republic,CZE,"Feb 9, 2020",0
Czech Republic,CZE,"Feb 10, 2020",0
Czech Republic,CZE,"Feb 11, 2020",0
Czech Republic,CZE,"Feb 12, 2020",0
Czech Republic,CZE,"Feb 13, 2020",0
Czech Republic,CZE,"Feb 14, 2020",0
Czech Republic,CZE,"Feb 15, 2020",0
Czech Republic,CZE,"Feb 16, 2020",0
Czech Republic,CZE,"Feb 17, 2020",0
Czech Republic,CZE,"Feb 18, 2020",0
Czech Republic,CZE,"Feb 19, 2020",0
Czech Republic,CZE,"Feb 20, 2020",0
Czech Republic,CZE,"Feb 21, 2020",0
Czech Republic,CZE,"Feb 22, 2020",0
Czech Republic,CZE,"Feb 23, 2020",0
Czech Republic,CZE,"Feb 24, 2020",0
Czech Republic,CZE,"Feb 25, 2020",0
Czech Republic,CZE,"Feb 26, 2020",0
Czech Republic,CZE,"Feb 27, 2020",0
Czech Republic,CZE,"Feb 28, 2020",0
Czech Republic,CZE,"Feb 29, 2020",0
Czech Republic,CZE,"Mar 1, 2020",0
Czech Republic,CZE,"Mar 2, 2020",0.2801386723780094
Czech Republic,CZE,"Mar 3, 2020",0.4668977872966823
Czech Republic,CZE,"Mar 4, 2020",0.4668977872966823
Czech Republic,CZE,"Mar 5, 2020",0.7470364596746917
Czech Republic,CZE,"Mar 6, 2020",1.1205546895120375
Czech Republic,CZE,"Mar 7, 2020",1.7742115917273928
Czech Republic,CZE,"Mar 8, 2020",2.427868493942748
Czech Republic,CZE,"Mar 9, 2020",2.9881458386987667
Czech Republic,CZE,"Mar 10, 2020",3.7351822983734584
Czech Republic,CZE,"Mar 11, 2020",5.882912119938197
Czech Republic,CZE,"Mar 12, 2020",8.777678401177628
Czech Republic,CZE,"Mar 13, 2020",10.83202866528303
Czech Republic,CZE,"Mar 14, 2020",14.00693361890047
Czech Republic,CZE,"Mar 15, 2020",19.983225296298002
Czech Republic,CZE,"Mar 16, 2020",27.827108122882265
Czech Republic,CZE,"Mar 17, 2020",32.12256776601174
Czech Republic,CZE,"Mar 18, 2020",40.52672793735203
Czech Republic,CZE,"Mar 19, 2020",48.744128993773636
Czech Republic,CZE,"Mar 20, 2020",64.80541287677951
Czech Republic,CZE,"Mar 21, 2020",84.41511994324017
Czech Republic,CZE,"Mar 22, 2020",92.91265967203978
Czech Republic,CZE,"Mar 23, 2020",108.78718444012698
Czech Republic,CZE,"Mar 24, 2020",115.41713301973986
Czech Republic,CZE,"Mar 25, 2020",130.17110309831503
Czech Republic,CZE,"Mar 26, 2020",154.4497880377425
Czech Republic,CZE,"Mar 27, 2020",192.5486474811518
Czech Republic,CZE,"Mar 28, 2020",212.8120114498278
Czech Republic,CZE,"Mar 29, 2020",248.669761514213
Czech Republic,CZE,"Mar 30, 2020",264.17076805246285
Czech Republic,CZE,"Mar 31, 2020",280.3254314929281
Czech Republic,CZE,"Apr 1, 2020",308.899576075485
Czech Republic,CZE,"Apr 2, 2020",335.1392317215586
Czech Republic,CZE,"Apr 3, 2020",360.2583326781201
Czech Republic,CZE,"Apr 4, 2020",391.2603457546198
Czech Republic,CZE,"Apr 5, 2020",417.5933809581527
Czech Republic,CZE,"Apr 6, 2020",428.33203006597637
Czech Republic,CZE,"Apr 7, 2020",450.27622606892044
Czech Republic,CZE,"Apr 8, 2020",468.48523977349106
Czech Republic,CZE,"Apr 9, 2020",496.0322092239953
Czech Republic,CZE,"Apr 10, 2020",520.0307554910448
Czech Republic,CZE,"Apr 11, 2020",535.2516233569166
Czech Republic,CZE,"Apr 12, 2020",551.1261481250039
Czech Republic,CZE,"Apr 13, 2020",559.4369287388847
Czech Republic,CZE,"Apr 14, 2020",565.7867386461196
Czech Republic,CZE,"Apr 15, 2020",573.4438623577852
Czech Republic,CZE,"Apr 16, 2020",588.5713506661978
Czech Republic,CZE,"Apr 17, 2020",600.7106931359115
Czech Republic,CZE,"Apr 18, 2020",611.5427218011945
Czech Republic,CZE,"Apr 19, 2020",621.3475753344248
Czech Republic,CZE,"Apr 20, 2020",633.7670564765166
Czech Republic,CZE,"Apr 21, 2020",645.6262602738523
Czech Republic,CZE,"Apr 22, 2020",657.4854640711881
Democratic Republic of Congo,COD,"Mar 11, 2020",0.011165523934841397
Democratic Republic of Congo,COD,"Mar 14, 2020",0.022331047869682794
Democratic Republic of Congo,COD,"Mar 15, 2020",0.022331047869682794
Democratic Republic of Congo,COD,"Mar 16, 2020",0.022331047869682794
Democratic Republic of Congo,COD,"Mar 17, 2020",0.03349657180452419
Democratic Republic of Congo,COD,"Mar 18, 2020",0.03349657180452419
Democratic Republic of Congo,COD,"Mar 19, 2020",0.15631733508777956
Democratic Republic of Congo,COD,"Mar 20, 2020",0.15631733508777956
Democratic Republic of Congo,COD,"Mar 21, 2020",0.15631733508777956
Democratic Republic of Congo,COD,"Mar 22, 2020",0.2568070505013521
Democratic Republic of Congo,COD,"Mar 23, 2020",0.2903036223058763
Democratic Republic of Congo,COD,"Mar 24, 2020",0.2903036223058763
Democratic Republic of Congo,COD,"Mar 25, 2020",0.5024485770678628
Democratic Republic of Congo,COD,"Mar 26, 2020",0.5024485770678628
Democratic Republic of Congo,COD,"Mar 27, 2020",0.6029382924814355
Democratic Republic of Congo,COD,"Mar 28, 2020",0.647600388220801
Democratic Republic of Congo,COD,"Mar 29, 2020",0.647600388220801
Democratic Republic of Congo,COD,"Mar 30, 2020",0.9044074387221531
Democratic Republic of Congo,COD,"Mar 31, 2020",1.094221345614457
Democratic Republic of Congo,COD,"Apr 1, 2020",1.094221345614457
Democratic Republic of Congo,COD,"Apr 2, 2020",1.373359443985492
